Date,Close,High,Low,Open,Volume
2014-09-17,473203.5,483811.0313,468121.0313,482611.8125,21787470960
2014-09-18,442818.25,476276.5313,430991.4063,472713.0313,35976322560
2014-09-19,411989.3438,447515.4063,401278.375,442466.6563,39571102935
2014-09-20,426711.75,441730.5313,406862.4063,411861,38469009780
2014-09-21,416189.6563,430387.1563,410304.0313,425857.0938,27737663355
2014-09-22,418238.0938,423497.8125,413571.1875,416480.8125,25092704000
2014-09-23,453179.0313,459175.125,411846.7813,418175.6875,46898970050
2014-09-24,440035.8438,453774.5313,437829.875,453137.4688,31845763629
2014-09-25,429395.1563,441731.3438,427197.9375,439984.9063,27975463520
2014-09-26,422260.125,432116.4063,417549.4063,429243.875,22407221280
2014-09-27,417138.8125,424555.0625,414896.125,421352.8125,15692092130
2014-09-28,393814.6875,418701.8438,390840.0313,417087.6875,24654646530
2014-09-29,395423.0938,405684.9688,392192.0625,393550.5313,34224952755
2014-09-30,408051.7813,412304.7813,394206.4375,396077.0938,36600583215
2014-10-01,407667.6563,416231.5625,404654.9063,408561.1563,27873983380
2014-10-02,397988.875,408472.625,395733.0313,408064.0625,23108317470
2014-10-03,381478.1875,400772.1875,379724.1875,398104.5625,32789263320
2014-10-04,348959.7188,386757.1563,345797.625,381881.4063,50122650150
2014-10-05,340093.1563,362685.0313,306971.9688,349012.75,88398220666
2014-10-06,352771.9375,368861.9688,323497.1563,339964.7813,84443861250
2014-10-07,359518.375,361908.7188,342963.8125,353311.6563,52614373060
2014-10-08,379198.75,380728.6875,351203.5938,359442.4375,58808680720
2014-10-09,387876.625,406684.6563,373554.9375,378992.4375,88877037110
2014-10-10,387992.1875,401696.75,378365.75,387516.4063,46857662670
2014-10-11,388783.0625,394032.6875,381971,387777.5625,14320734120
2014-10-12,406220.9375,407169.5625,382178.125,389112.5,18835909680
2014-10-13,416001.75,423482.6563,393723.7813,405547,37529810556
2014-10-14,426966.625,438211.3438,416368.75,417363.4688,40997296650
2014-10-15,418597.5625,429296.875,411423.2813,427057.1563,26791969485
2014-10-16,405509.375,422165.125,395491.5,418327.1563,28609400000
2014-10-17,407428.1875,409254.2813,398843.3125,405721.375,14439591176
2014-10-18,415586.125,419531.3438,402345.9375,407659.6563,12120988224
2014-10-19,413931.5625,418237.1563,410293.6563,415386.5313,6284822082
2014-10-20,403947.4063,414019.5625,400584,413596.8438,17324015280
2014-10-21,407460.5938,413954.9063,401970.3125,403500.0313,14959357270
2014-10-22,403158.8438,409831.0938,401739.875,407084.2188,12248975860
2014-10-23,379563.5938,406425.875,377655.5938,402952.625,28017857100
2014-10-24,378591.5,384537,373450.4375,379747.875,16466292050
2014-10-25,366891.8125,380193.125,362249.5625,378872.5,19151703750
2014-10-26,374478.75,379517,363363.0938,367120,11900941875
2014-10-27,370818.5,377072.8438,367831.1563,374555.8125,13691296830
2014-10-28,374508.3125,377896.8125,370312.9375,371055.875,8216440912
2014-10-29,353629.0313,374432.875,352914.9688,373954.3125,19170557625
2014-10-30,364117.2188,369795.625,353604.8125,353753.375,31821991992
2014-10-31,363099.6563,367100.4688,361814.0625,363805.0938,13464225096
2014-11-01,349606.8438,365469.3438,344569.0625,363452.7188,17898638128
2014-11-02,349809.2188,353149.5938,344108.6563,349956.75,9235039672
2014-11-03,354338.0625,358941.9375,349742.3438,349462.5,14007298845
2014-11-04,356386.0625,357591.75,350244.4688,353912.9688,16882108425
2014-11-05,369666.3125,374093.6563,355808.3125,356592.0313,21578949080
2014-11-06,380726.0938,384732.9375,368262.8438,369635.8125,20488730000
2014-11-07,371955.1563,385536.0625,371339.625,381301.625,18286486434
2014-11-08,375293.25,376970.4688,371671.625,371671.625,9271824997
2014-11-09,394693.625,395134.1875,373953.875,375171.5938,26299868512
2014-11-10,399183.9688,408197.125,388060.9688,393608.1875,33127272792
2014-11-11,402534.0938,405938.375,398344.375,398023.1563,17339635775
2014-11-12,463265.625,470145.8438,403053.9688,402851.5625,50074917168
2014-11-13,460927.8125,501705.25,439317.9063,467325.5938,64576015850
2014-11-14,437910.0938,461303,423164,458388.375,32571199576
2014-11-15,414039.6875,446397.125,408398.1875,439926.7188,17312517450
2014-11-16,426511.1563,430183.75,412354.375,412495.3125,13091278704
2014-11-17,426257.25,449085.875,415089.875,427024.6875,45682305264
2014-11-18,412886.625,431524.5,407193.2813,426672.0938,35459250125
2014-11-19,423732.75,427884.6875,411771.6563,411453.8438,21079802028
2014-11-20,397932.375,424811.7813,396465.75,423456.625,28060327728
2014-11-21,389655.2813,397567.7813,383024.1875,397975.75,33151819561
2014-11-22,391956.5,405196.0625,389688.5938,390494.9375,16962346530
2014-11-23,408421.375,412253.5625,392239.6875,392239.6875,16835397308
2014-11-24,419502.125,431002.3438,407655.2813,407726.9375,34426129203
2014-11-25,416062,438639.0938,415699.1563,419485.4063,28201915434
2014-11-26,406312.0938,418262.75,403451.1563,416805.7813,20517675100
2014-11-27,406378.25,411578.1875,404800.8438,408663.7188,9616709379
2014-11-28,418827.4063,425937.9063,397049.8438,406052.8438,25529816970
2014-11-29,417763.7813,431237.125,414041.0625,418499.1875,17106585048
2014-11-30,420524.3438,425591.9063,415336.125,417784.9375,10227527278
2014-12-01,420487.875,427031.125,420475.625,420749.0625,13042226250
2014-12-02,425097.5938,425990.3125,418634.4375,420493.4375,13783745962
2014-12-03,418286.1563,426346.25,415793.5938,425551.3125,14879547540
2014-12-04,410681.7813,422541.125,408661.1563,419075.8438,16144419744
2014-12-05,422340.2813,424907.375,406391.5,410501.7813,17014243260
2014-12-06,420021.5625,424126.6563,415718.0625,422231.5625,7855344924
2014-12-07,420425.2188,421710.4375,418329.2813,420078.7188,7276165903
2014-12-08,402348.7188,420362.8125,402308.6563,420279.5313,21010440738
2014-12-09,388497.5625,404275.0938,380884.5313,402333.125,36305796500
2014-12-10,381223.1563,389384.3125,381223.1563,388482.0938,18080983728
2014-12-11,386019.2813,397131.3438,372097.2813,378994.375,35717239316
2014-12-12,389072.4063,389354.375,384855.7813,386379.4063,18750283076
2014-12-13,383371.0938,388894.7188,382501.4688,388894.7188,12885756758
2014-12-14,387930.9688,389566.2188,381210.2188,382654.8438,13696821096
2014-12-15,379219.9063,386961.3125,378744.4063,387632,18957645378
2014-12-16,353230.25,379787.7813,353230.25,379580.0625,33334400649
2014-12-17,351405.0313,362507.0625,345157.625,353006.6875,41283740989
2014-12-18,341894.125,356824.4375,334706.9063,351414.9375,43009603620
2014-12-19,349344.4063,350102.7813,337998.0938,341655.8438,26184207441
2014-12-20,362657.9375,363063.5313,347367.125,349098.2188,22923807537
2014-12-21,352766.875,362298.5313,350509.5,362204,16720756200
2014-12-22,364799.125,365888.1875,350897.4063,353014.25,24528088467
2014-12-23,370183.8438,371889.6875,361804.0938,364943.125,18338357848
2014-12-24,355848.5313,370086.3125,354504.9688,369976.9375,16651183667
2014-12-25,351467.0625,355943.75,349002.4688,355574.9375,10889300370
2014-12-26,360355.6875,364201.8438,347688.125,351625.7188,18033498450
2014-12-27,347101.8438,361440.3125,343549.125,359980.9688,16687016280
2014-12-28,348613.9375,351678.7813,341843.625,347428.2188,12831415740
2014-12-29,343602.4688,352037.5,343241.0313,349121.625,13519586325
2014-12-30,340474.5313,346069.5313,338949.0313,343656.2813,13727258310
2014-12-31,349954.9375,349954.9375,339045.125,340668.4688,15238892555
2015-01-01,343546.4375,350219.4375,343026.2813,350219.4375,8785797557
2015-01-02,348400.2188,349387.4063,344702,343360.5938,8693250048
2015-01-03,310854.2188,348530.6875,310854.2188,348194.5,36555522048
2015-01-04,292178.5313,317653.4063,284898.25,310924.9688,61521334272
2015-01-05,304364.2188,308916.75,293156.4063,293161.7188,48750348920
2015-01-06,314141.0625,315782.0938,299938.3438,304516.125,25516107519
2015-01-07,323202.625,328719.0313,310650.9063,314018.125,27305487076
2015-01-08,310207.6563,322654.3438,309387.9375,322980.8438,21876641175
2015-01-09,315040.4063,315931.4688,306201.75,309150.0938,20306311652
2015-01-10,298104.1875,312565.9375,297203.8125,311672.0625,16559017926
2015-01-11,288164.0625,303356.9063,287519.625,297900.25,19742589768
2015-01-12,289680.2813,294986.4063,287699.5938,288691.2188,20423198116
2015-01-13,243414.9063,290892.75,236937.7188,289245.4375,78505332219
2015-01-14,192751.9688,241277.125,185548.0938,241295.0313,1.05669E+11
2015-01-15,225708.2031,246739.5156,191862.4844,191446.7813,87955580902
2015-01-16,224343.1406,238930.5,215161.3594,224875.7031,41420527470
2015-01-17,214816.2188,228260.8438,210088.8906,224059.5938,25301979479
2015-01-18,226903.2031,235768.5313,209691.0781,215667.9063,32454301625
2015-01-19,231877.9844,233611.1094,223188.1875,228124.3281,20136037360
2015-01-20,229720.5469,233278.1875,222896.6875,229769.2344,26145950810
2015-01-21,245468.5156,246250.2188,228529.2813,229789.0313,32373928510
2015-01-22,253243.1875,256976,245862.0469,245928.3125,36395555554
2015-01-23,250696.5625,252850.5625,243752.1563,253363.6094,26505506267
2015-01-24,266809.7813,267200.5625,247620.9844,250503.875,26678609075
2015-01-25,273325.3438,274676.4375,262550.0313,266276.9063,36177971056
2015-01-26,295277,334140.9063,274176.6563,273714.2188,1.15309E+11
2015-01-27,283788.9375,298399.9375,270063.5625,294946.5938,47822162900
2015-01-28,253715.8906,287668.5625,246354,283655.375,48106613730
2015-01-29,256761.5625,260571.4688,241876.0781,253100.9219,35420566104
2015-01-30,249384.5,265254,248739.0781,255946.7813,29302967280
2015-01-31,239514.8594,257181.2969,238242.7344,249402.1094,25715707480
2015-02-01,250032.3594,255101.9219,233513.3281,238857.3125,32087955600
2015-02-02,261670.7344,266157.5938,245345.7188,249502.4844,33624330640
2015-02-03,247999.3906,270523.1875,245104.0156,260819.4688,44503989114
2015-02-04,246847.8125,250123.6563,239688.7031,248264.5625,28938321602
2015-02-05,235578.4531,260549.25,233534.9219,247731.3906,24431644984
2015-02-06,243828.0313,252486.8125,235199.8594,235374.4688,26805768453
2015-02-07,249848.4063,252640.2969,244202.0938,244230.625,23700023442
2015-02-08,245071.7969,251695.7813,242523.6719,249781.4844,18807427140
2015-02-09,240899.3906,245089.0781,237907.0781,245046.5781,30416188285
2015-02-10,241405.2031,243652.7813,234576.2188,241087.625,23186491310
2015-02-11,242412.0313,245054.0469,241623.8125,241287.7031,19024785343
2015-02-12,244261.9688,244701.0938,241590.7031,242437.4688,16748868990
2015-02-13,258503.5625,263650.625,242879.2969,244487.75,46934206088
2015-02-14,282543.625,285274.4063,258614.4531,258614.4531,54607279650
2015-02-15,257729.8281,291646.1875,249723.8125,282747.8125,62068521096
2015-02-16,257187.5469,263703.0313,250985.2188,257729.8281,30964283871
2015-02-17,269890.6563,272119.625,255591.8594,256724.5156,30315031228
2015-02-18,261818.4844,270605.6875,258350.4531,270079,27919210296
2015-02-19,266925.5938,269751.75,261024.1563,261911.5469,20296333040
2015-02-20,270504.5,274410.5938,265861.1875,266890.0313,26494302621
2015-02-21,271342.25,283310.75,269844.2813,270474.5313,13630916846
2015-02-22,261877.8438,273403.9375,259380.5156,271353.375,21670283520
2015-02-23,264685.1563,265927.9063,257515.5,261897.8125,18170708000
2015-02-24,263873.7813,266194.1563,262236,264802.625,15695702120
2015-02-25,261110.1406,264279.2188,258602.5156,264045.125,12640646710
2015-02-26,260508.3438,260934.2813,257846.6875,260963.9063,15006672084
2015-02-27,279360.5625,281856.3438,260221.4688,260519.375,48441258201
2015-02-28,279839.3125,280311.4688,274574.0938,279021.5938,15352460087
2015-03-01,286651.5313,288257.75,270671.4063,279861.3438,27776672605
2015-03-02,303727.7188,304348.3125,284712.5625,286822.2813,44584298946
2015-03-03,308770.75,313212.4063,294395.1875,303040.1563,55310126317
2015-03-04,300524.0938,312587.8125,295045.8438,309086.4063,45539922350
2015-03-05,304038.8438,310202.6875,291245.9063,300135.6563,45468986112
2015-03-06,302774.3438,304905.1875,296635.7813,303402.5313,32105473591
2015-03-07,306702.1875,308470.75,299898.9375,302298.0938,19790135921
2015-03-08,304609.75,308475.1875,302598.9375,306893.1563,24501548012
2015-03-09,322752.5,326285.5,303747.3438,305118.2813,65951144990
2015-03-10,328454.6563,336712.375,323280.75,323036.7188,76294333516
2015-03-11,335006.0625,336045.875,327896.375,328190.0938,38390415087
2015-03-12,330853.9063,333849.6875,329330.125,334721.25,36625764800
2015-03-13,324462.4063,330780.125,324462.4063,330588.6563,35730016080
2015-03-14,320537.0938,325605.2188,319503.4375,323444.6563,25712898576
2015-03-15,325620.25,325797.7813,319526.1875,320013.9688,13609644597
2015-03-16,328506.6563,332078.9063,324646.7188,324815.2813,24323305567
2015-03-17,322035.375,329337.4688,320853.5,328508.9375,24247766740
2015-03-18,284671.3125,321174.1875,277368.1875,321541.3125,63318785600
2015-03-19,292369.8438,296590.0938,276632.4063,284205.9063,59086206000
2015-03-20,291198.375,297040.25,291780.125,292401.1875,20533263317
2015-03-21,289280.4063,291695.6875,284413.1875,291081.5938,19057407551
2015-03-22,298057.25,300090.8438,288796.4688,289160.25,20509067392
2015-03-23,294544.9688,306729.3125,289484.7188,297984.9688,25189812456
2015-03-24,270785.6875,295972.8125,269979.2813,294364.9688,44184059409
2015-03-25,270740.375,273824.9375,260568.5781,272855.2188,39442471261
2015-03-26,274379.3125,281043.375,269689.375,270827.25,28405920000
2015-03-27,272406.2813,283357.5625,270850.0313,274416.8438,19049550477
2015-03-28,278767.9375,280319.4688,272346.75,272346.75,17688781657
2015-03-29,267768.25,279143.9688,265770.75,278704,23939429062
2015-03-30,273887.5313,275871.0313,264642.4688,267951.4063,25460122400
2015-03-31,270595.3125,275761.9688,268704.7813,273807.8438,25120122560
2015-04-01,271690.125,272052.5,265956.0625,270594.2188,25136323500
2015-04-02,275993.0313,277413.375,268264.2188,271489.0313,28659728436
2015-04-03,276061.4375,279135.5313,275505.25,276068.3125,25125171368
2015-04-04,275383.0313,277077.4375,272564.0313,276027.7813,13561444380
2015-04-05,282751.4375,282834.9688,273478,275452.5,21319578492
2015-04-06,277311.0313,284417.3438,276570.2813,282884.9063,21745120680
2015-04-07,276832.0625,278929.75,275004.3438,277074.4063,20192624508
2015-04-08,267350.8438,276637.375,266658.3438,276705.2188,32828173632
2015-04-09,266681.4375,269536.125,261223.7031,267055.1563,23686862835
2015-04-10,258017.2656,267234.8438,254418.7031,266701.1563,31566870720
2015-04-11,258541.875,261804.3594,255943.9063,257956.0469,17886508992
2015-04-12,257973.5313,259827.1875,255200.6875,258523.2969,13532541960
2015-04-13,247263.5625,260225.7031,244390.9531,257751.7813,34330226346
2015-04-14,239185.75,246528.7031,235945.6563,247452.9219,34617482220
2015-04-15,244895.6719,244895.6719,239038.0156,239091.8906,24685084200
2015-04-16,247679.4219,248870.2813,244091.9375,244987.5938,26878883386
2015-04-17,241334.4063,248317.2344,240001.4219,247681.5781,22121183142
2015-04-18,241847.6406,242887.1094,239162.3281,241303,14010219810
2015-04-19,240924.4375,245092.7656,240583.125,241955.9219,16258069880
2015-04-20,243034.1094,244594.8906,240134.7188,240937.4219,19869687165
2015-04-21,254610.4688,254610.4688,242624.1406,243027.6094,27031441380
2015-04-22,253631.3438,256955.9844,252870.8438,254970.8438,25829183532
2015-04-23,255532.6719,255653.125,252391.2813,253498.1094,18409953400
2015-04-24,248703.2969,254902.2031,247283.75,255000.9844,23065717493
2015-04-25,243457.5469,250093.7813,243400.5469,248667.8125,15009433308
2015-04-26,236255.8906,244053.3125,231073.3438,243479.0469,31163102916
2015-04-27,245086.0938,249223.3906,234034.6094,236254.8125,41232134340
2015-04-28,240264.5469,245880.9375,237876.3281,244747.25,22838934960
2015-04-29,241560.3594,242524.125,238350.6406,239983.7031,20257510240
2015-04-30,254387.2031,257788.9531,240292.5156,241437.3438,36431086850
2015-05-01,250789.2031,257146.5313,250789.2031,254165.2813,20332189486
2015-05-02,253870.0469,254731.3125,251072.3281,251072.3281,13546112010
2015-05-03,259526.5469,262850,252954.7656,253816.0313,19969004475
2015-05-04,258072.5156,262068.4531,257141.5781,259524.3906,22915329448
2015-05-05,255114.5781,258273.3438,251237.9063,257893.2813,25853956804
2015-05-06,248065.75,255393.9531,247652,255252.8594,31941453504
2015-05-07,259417.9219,261325.0156,248913.7031,247936.2031,31768842420
2015-05-08,265076.6563,267777.25,257160.625,259275.8281,29832984045
2015-05-09,262868.9688,269360.4688,260485.2031,264974.4688,21512075595
2015-05-10,261105.6406,265299.4688,259626.4688,262757,16319754060
2015-05-11,265577.0938,267690.625,261326.7813,261108.8906,22912794333
2015-05-12,263605.3438,266513.3125,262694.7188,265562.8438,21081473754
2015-05-13,258182.7813,266046.7813,256633.875,263918,29687464225
2015-05-14,258098.6094,259008.2813,254630.625,258004.75,26595064095
2015-05-15,257404.625,258918.0781,256517.6563,258126.9375,17690128902
2015-05-16,255831.625,257504.2969,254902.125,257446.875,12013804701
2015-05-17,256624.7031,257859.6094,255676.7031,255676.7031,12066352253
2015-05-18,253951,257394.2031,253258.2031,256716.7969,18279116396
2015-05-19,253919.3438,255077.0781,253739.9375,253851.875,15591035187
2015-05-20,256560.9531,257454.2969,253973.625,253856.9375,16992457202
2015-05-21,257118.0156,257981,255862.2656,256558.7656,16506775428
2015-05-22,263486.3125,263863.4688,256203.6406,257092.8906,29602578810
2015-05-23,261868.2031,264228.4688,261669.7813,263418.3438,16011023350
2015-05-24,263937.5,265273.2188,261801.3438,261982.2188,12605748120
2015-05-25,260050.3906,264315.6875,259330.4844,263909.0313,15819412325
2015-05-26,262435.25,262978.6563,260079.0469,260043.8125,18178861500
2015-05-27,263013.9688,263637.9063,262880.5625,262378.8125,20879684280
2015-05-28,263062.3125,263399.5938,261353.7344,262985.1563,15324026576
2015-05-29,263653.125,263103.125,261133.375,263027.9688,16463308050
2015-05-30,259481.9688,263649.7813,258037.4844,263648.6563,15677784186
2015-05-31,256383.3281,259378.5625,255225.4688,259248.4375,16407017732
2015-06-01,248531.2813,257319.5938,246751.6875,256431.2188,29087254830
2015-06-02,250092.625,251013.8281,247730.2969,248495.6094,22659774630
2015-06-03,249963.4531,251661.1875,247469.5156,250018.4063,19645693460
2015-06-04,249616.5313,252053.2344,249257.8281,249850.5938,16388693275
2015-06-05,252742.5625,253355.3281,248128.1875,249427.375,20287200010
2015-06-06,253491.9688,253604.3125,252098.7813,252802.125,12506685510
2015-06-07,250417.9375,254138,250274.2031,253466.125,14963888320
2015-06-08,255448.4219,256738.0938,249780.2344,250415.7031,26136817416
2015-06-09,256561.25,258400.5625,255485.6094,255503.1875,31758874372
2015-06-10,253914.125,255565.8281,253175.4531,256501.875,17650351800
2015-06-11,255303.3281,255908.7344,254480.4063,253971.8281,16022519040
2015-06-12,255413.4063,256819.8594,254537.4375,255303.3281,15567777266
2015-06-13,258101,258378.6563,254556.0469,255344.5469,14776600074
2015-06-14,259440.5781,260828.5938,257659,258145.4375,13514976651
2015-06-15,264185.5313,265180,259868.7031,259306.1563,22212744034
2015-06-16,280452.9375,281570.9063,263866.3438,264120.8125,46514309720
2015-06-17,277455.5938,287397.9688,275264.4063,280372.4688,48814837784
2015-06-18,274963.5,277800.3438,270102.125,277615.8438,34209576048
2015-06-19,269604.75,277851.625,268702.0313,275003.25,26414553660
2015-06-20,270272.6875,270951.625,265219.0938,269520.9688,22714247820
2015-06-21,268931.1875,270285.9063,266602.3438,270149.2188,11686750187
2015-06-22,271609.9688,272721.0938,267947.25,268958.75,19456088400
2015-06-23,269932.4375,273147.2813,268610.9063,271540.6875,16694206978
2015-06-24,266723.9063,269972.375,266723.9063,269916.9375,19234973753
2015-06-25,269766.6875,270074.1875,266733.0313,266557.5938,17925003417
2015-06-26,273300.2813,273474.1875,271148.0625,269550.0313,15688787825
2015-06-27,281598.25,281989.7813,272765.125,273249.7813,22987184770
2015-06-28,279427.6875,281802.4375,277608.5938,281558.9688,16986657840
2015-06-29,287664.9063,287846.0313,280076.2188,279102.25,38878694816
2015-06-30,294227.5938,299279.7813,286557.1563,287633.5625,49807937934
2015-07-01,290646.0313,296674.4375,286461.7813,294532.9375,30376900134
2015-07-02,286533.9688,293576.1563,284330.375,290568.5,24177999015
2015-07-03,287506.4688,287851.6875,284158.8438,286586.6875,21348310080
