Date,Close,High,Low,Open,Volume
2015-07-04,292609.7188,293250.1875,285110.7188,287680.3125,17519840640
2015-07-05,304855.25,307885.9375,290159.0313,292518.875,49505611515
2015-07-06,302726,312260.6563,300942.9688,303952.75,55311438700
2015-07-07,301878.75,306634.3125,299845.4375,303775.875,32724518400
2015-07-08,307422.2188,309904,300368.9063,301623.5938,41983621060
2015-07-09,304763.4063,308806.0938,304050.6875,307469.875,45620555388
2015-07-10,321987.2188,332940.875,304095.7188,304681.9063,1.13461E+11
2015-07-11,331278.5625,337371.5,320445.5938,321971.375,46462408980
2015-07-12,350953.3125,355328.125,330589.1563,331306.8438,63678424750
2015-07-13,331679.875,352273,317663.25,350908.125,70473373152
2015-07-14,328381.625,338413.0938,327498.25,331657.1563,32816229648
2015-07-15,327597.2188,334757.25,327019.1875,329045.3438,31503216858
2015-07-16,318745.5938,333899.5625,315331.4375,327841.3125,56716956120
2015-07-17,321163.625,322061.3438,311693.2813,318747.9063,31707485052
2015-07-18,315910.7188,324674.375,314961.5313,321001.5938,28944511578
2015-07-19,314437.2188,316794.4688,313166.5,315756.75,17620109000
2015-07-20,322384.8438,322384.8438,313999.5313,314305.0313,26244839612
2015-07-21,316623.1875,325125.9063,316164.5,322270.4375,26321691916
2015-07-22,320654.3438,321184.5625,316443.625,316421.1875,22427599966
2015-07-23,320572.9688,322886.875,319885.7188,320792.0313,21520213377
2015-07-24,337097.9063,338324.75,319514.8438,320521.8438,43499118390
2015-07-25,337587.8125,339968.625,334436.4688,336964.5625,24161343570
2015-07-26,342509.9375,342680.3438,336429,337521.1875,18761478429
2015-07-27,342377.3125,347767.25,335439.7813,342454.9375,35671495680
2015-07-28,341391.0625,346901.3125,341711.625,342387.8125,29513703736
2015-07-29,336263.2188,341337.7813,333777.125,341457.1563,28649082942
2015-07-30,337172.75,338768.5313,335545.3438,335697.7188,25354344946
2015-07-31,331807.9688,337561.9063,330367.875,337142.3438,27543732997
2015-08-01,328253.8438,332136.6875,324186.8125,331849.9375,22141901650
2015-08-02,329793.5938,330270.0625,323507.2188,326911,20680744068
2015-08-03,328979.3438,334012.5,325995.0625,330017.625,25120402180
2015-08-04,333200.2188,333600.8438,329426.9688,328977,25594400601
2015-08-05,330619.375,334721.375,329366.3125,332766.7813,23608131200
2015-08-06,323848.5313,330647.5625,323816.125,330647.5625,21846004171
2015-08-07,325353.0625,326452,321886.25,324039.1875,49439561760
2015-08-08,303722.2188,325752.2188,303388.2188,325535.7813,68114852100
2015-08-09,308622.9063,310711.375,303106.5938,303860.6875,27697041800
2015-08-10,306285.3438,310512.8438,305315.125,309082.75,24296452934
2015-08-11,318579.5938,318579.5938,310600.9375,306137.125,29967238336
2015-08-12,312746.75,322398.625,311557.0625,318829.375,31483424832
2015-08-13,311046.625,311731.0313,309568.875,312520.1563,32609366175
2015-08-14,313058.7188,315168.5625,307610.5625,311107.875,31922373696
2015-08-15,308193.375,314221.7188,307892.9063,312880.7813,22766631763
2015-08-16,305025.3125,309240.9375,302879.0938,308564.5625,35064574150
2015-08-17,305061.7813,307969.0313,304295.4063,305005.25,25563599108
2015-08-18,250282.7031,305695.9063,250282.7031,305002.6563,49975199456
2015-08-19,267981.3125,281329.6563,263434.1563,267584.875,71958350856
2015-08-20,278510.8438,282730.2188,267650.0625,268235.4688,38193912250
2015-08-21,277885.0625,281758.375,276395.75,278516.75,27689214930
2015-08-22,275281.5,280738.375,266097.875,277996.1875,27727569615
2015-08-23,272890.125,278047.5625,269554.5625,275264.7813,22014293600
2015-08-24,250655.3281,272826.875,250549.2188,272821.9375,70519417353
2015-08-25,263867.625,269276.7188,238520.4844,250146.8594,72738299548
2015-08-26,266990.9375,274192.2813,261338.0938,264423.6875,37605326080
2015-08-27,263696.75,268001.625,262370.1563,267249.875,25699196226
2015-08-28,272785.8125,277422,259577,263616.9688,36941777642
2015-08-29,270880.75,274938.4063,267992.5313,272966.1563,20208778975
2015-08-30,269743.5313,273578,266715.7813,271016.3125,22890367290
2015-08-31,271958.4063,274079.1875,266927.5938,270159.7813,24482946898
2015-09-01,268792.6875,272927.375,266599.0625,272194.8125,24243552408
2015-09-02,271311.75,272943.2188,266810.2188,268681.9375,22199181320
2015-09-03,270397.75,272380.4063,269774.5313,271359.0938,20807426040
2015-09-04,276433.5938,277156.1875,270099.875,270435.8438,25161797592
2015-09-05,282100.3438,283449.5313,275407.3125,276314.7813,24812501562
2015-09-06,287867.9688,291574.5625,281694.6563,281921.5,30574808425
2015-09-07,288425.625,291202.6875,287397.4063,287980.7813,25484468188
2015-09-08,290827.7813,294118.75,289051.6563,288424.4063,32089464128
2015-09-09,283777.1563,291172.7813,282800.0938,290598.5625,28161936550
2015-09-10,281782.0313,286347.2188,281409.5,283977.3438,25068022645
2015-09-11,283732.0313,285782.875,281967.0313,281607.1563,22717635743
2015-09-12,277967.75,283752.125,277406.4375,283434.25,21226224794
2015-09-13,272303.8125,278802.0313,270845.6875,277983.125,21829006440
2015-09-14,272489.75,274732.4688,268786.5313,272418.4063,24807430854
2015-09-15,271288.9063,305401.9375,270741.8125,272310.1563,22590681288
2015-09-16,268013.5625,272868.375,267279.2188,271225.2813,23566699580
2015-09-17,267935.4688,269576.2188,268026.5625,267996.0313,22076782860
2015-09-18,273056.0313,272170.5313,270017.2188,272262.125,23724668088
2015-09-19,271319.0625,273325.5938,270845.5625,272918.9063,14899675704
2015-09-20,271126.125,272341.0938,270635.75,271208.875,16938288561
2015-09-21,267392.5938,270979.375,266678.625,271132,23171787000
2015-09-22,272964.0625,274580.3125,265163.0625,267256,29601507666
2015-09-23,274812.8438,275466.3438,273250.0313,273340.4688,20590525317
2015-09-24,279068.4063,280417.5938,274534.6563,274902.3438,29864123198
2015-09-25,280308.0938,282269.8438,279170.5938,278869.6875,26658976652
2015-09-26,279349.6875,280616.8438,278179.0625,280227.0625,16360087887
2015-09-27,277488.25,279571.4063,277262.5,279110.0938,16904993182
2015-09-28,285724.4688,286256.625,277109.9688,277582.4063,29526845270
2015-09-29,282871.7188,286805.5938,281683.875,285573.9375,27119053369
2015-09-30,279695.6875,282546.8438,278046.9375,282815.5625,23393085975
2015-10-01,279844.5938,281386.5625,277183.375,279629.3438,24136830840
2015-10-02,278131.125,281888.6563,277968.3125,279508.875,23064466590
2015-10-03,279815.4375,280501.125,277722.0625,278024.4688,19319372670
2015-10-04,279034.6563,280094.4063,278818.0938,279582.1875,15223648860
2015-10-05,278904.375,278904.375,277098.6563,278903.4688,27075477975
2015-10-06,285519.2188,286449.5313,279926.5313,278882.3438,31950353285
2015-10-07,281297.3438,287580.7188,280886.75,285643.3438,26627323800
2015-10-08,279134.2188,283135.7813,281271.5313,281420.0625,21329625600
2015-10-09,279801.0625,279965.875,278859.1563,279357.6875,19904873355
2015-10-10,280959.5625,281393.1563,278818.0313,279581.9688,18252662535
2015-10-11,283094.5938,283414.6563,280054.5313,280731.3125,19282403070
2015-10-12,280438.5625,283730.75,279609.5,282894.0625,19878478443
2015-10-13,286762.0313,287758.875,280028.0313,280315.0938,32408818035
2015-10-14,286418.25,289179.3125,285890,286744.7813,31214815038
2015-10-15,285362.3125,287174,286878.75,286552.375,28302280410
2015-10-16,297157.625,300692.6563,286301.5625,285335.375,40584491660
2015-10-17,305942.3125,309263.5313,296590.1563,297019.7188,48834555824
2015-10-18,295648.75,307104.375,294792.75,306244.125,25350085971
2015-10-19,298055.2813,297048.5938,292001.5625,295895.0625,28578058908
2015-10-20,304638.7188,306346.875,297004.2813,298208,34922154492
2015-10-21,303297.125,306538.7188,300106.2813,304461.2188,29202166565
